epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
1,1.32818837814223,0.0808945718571589,0.042152229195371656,1.2391719222068787,0.1782509505703422,0.09784605109367173
2,1.1639446134945488,0.5306012024885413,0.36110088247462546,1.1431122496724129,0.32064998793339233,0.1909369611036597
3,1.0728330750641,0.5539750464668655,0.38310199634751435,1.0875646099448204,0.18311090389882861,0.10078265332306903
4,0.9938936282487496,0.566834627212472,0.39551236582695976,1.07466409355402,0.36893203883495146,0.2261904761904762
5,0.8983806851227628,0.5837731970103734,0.41220318368360204,1.1099428087472916,0.19902265659706797,0.11050814010853478
6,0.7879803874675005,0.6199296096876282,0.4492014422157919,1.0944813042879105,0.21099408967693198,0.11793929156937752
7,0.6819532788846716,0.6442240186799243,0.4751699599019773,1.1843049228191376,0.36849622526015097,0.22586293146573286
8,0.5813938716146831,0.6702138101505215,0.5040011809916484,0.9570177346467972,0.4463929852530889,0.28732683427398664
9,0.5051381617531222,0.6788076366586333,0.5137841055498475,0.9325368218123913,0.40110650069156295,0.2508650519031142
10,0.4541727997594785,0.6872096796182184,0.523472537044885,0.8903028257191181,0.26636392107735674,0.15364465721253726
11,0.42513804488074003,0.691057454200967,0.5279509451494807,0.8997851833701134,0.06789394873601691,0.03513986651591962
12,0.40480404805191517,0.6942640952044247,0.5317033043623917,0.8614078871905804,0.4897713598074609,0.3243027888446215
13,0.39270400093398755,0.6981831151456231,0.5363143797475963,0.8590984605252743,0.4377753959747529,0.2802256441530721
14,0.3812996415004514,0.7044779848748205,0.5437792462421029,0.8556051701307297,0.44639012487440793,0.2873244641537325
15,0.37610522018107073,0.7053994185450356,0.5448780331554135,0.8594801388680935,0.49495258488834504,0.3288617886178862
16,0.3649827219946864,0.7108865035319571,0.5514537746130719,0.8606062941253185,0.42411824967071565,0.2691307578008915
17,0.35942113382620444,0.7142897547182689,0.5555604439954901,0.8644371069967747,0.34425787914160005,0.2079175704989154
18,0.35459299883660106,0.7174279287688722,0.5593665610387263,0.8406844660639763,0.46312610118298514,0.3013429413691451
19,0.3488468965119748,0.7221410595643097,0.5651179771987145,0.8498252108693123,0.4353774737356462,0.27826358525921296
20,0.343724729910113,0.7246693854850763,0.5682208026980571,0.870382871478796,0.43190416141235816,0.27543224768797747
21,0.33919985491054255,0.7293442502417845,0.5739904379140979,0.8507549092173576,0.3915154073448713,0.24340637711586405
22,0.33561555982142605,0.7315417153162624,0.576717203986457,0.8712262697517872,0.4333168071393158,0.27658227848101263
23,0.33213185968547637,0.7341083426810338,0.5799140380115965,0.8416149728000164,0.4334475668265936,0.2766888344417221
24,0.3290721613692157,0.7371247604773665,0.583687713091912,0.8632946312427521,0.4311050477489768,0.2747826086956522
25,0.32486771443916784,0.7405942654940938,0.5880505743326998,0.8547501377761364,0.45817403272671664,0.29716326125768694
26,0.32222326467125006,0.7424892104839279,0.5904436102450142,0.8457210548222065,0.43272386310360994,0.27609931199521387
27,0.31857670066883476,0.7454546553014484,0.5942030381377486,0.8463513366878033,0.43888070692194403,0.2811320754716981
28,0.31706995050562675,0.7474885844748859,0.5967918337586584,0.8560475260019302,0.4497669185018486,0.2901285773537951
29,0.3141704934514616,0.7499853905510986,0.5999813001239621,0.8665715046226978,0.39904252323289213,0.2492524186455585
30,0.31009182561896004,0.7536313791299026,0.6046617080296743,0.8510772883892059,0.42205429610971174,0.2674707343029443
31,0.30802907682849734,0.7558167801410688,0.6074802875309356,0.8471938408911228,0.44037392622536636,0.2823586586748745
32,0.3067357885010182,0.7565357222824083,0.6084096952676821,0.8683731146156788,0.3730944102701257,0.22932763439092552
33,0.3053817764642218,0.7580213596107874,0.6103336522544687,0.8605303056538105,0.4524099530189664,0.29233190915223745
34,0.3020881488286064,0.7615361638542636,0.6149038362107245,0.8534623645246029,0.43238844432388446,0.27582626752033224
35,0.2997542261317499,0.7640278765167308,0.618159473017494,0.8548927754163742,0.4339406293795388,0.27709079075821674
36,0.2973612242565614,0.7661328290353794,0.6209200204560327,0.8698635175824165,0.4249736088071181,0.26981999234009957
37,0.2965286667471905,0.767430047689961,0.6226259582684704,0.8736650310456753,0.4284738818709457,0.2726482728655225
38,0.29592749801472296,0.7682430680499771,0.6236969714745211,0.8551526367664337,0.41334033613445376,0.26050976497848394
39,0.29378597299032777,0.7686775067914096,0.6242698489072372,0.8473625779151917,0.42283081648323523,0.26809477442388835
40,0.2906620500783407,0.7722797604873316,0.6290356187284821,0.8551733233034611,0.42277622068151643,0.2680508791619903
41,0.28811925729847493,0.7745424846805208,0.6320435225195025,0.8574168346822262,0.4569678407350689,0.29614926558158
42,0.28640014591703333,0.7763606136692373,0.634468473589472,0.8606973625719547,0.4652317880794702,0.30312837108953616
43,0.28524597907285854,0.7776769561082852,0.6362286631136927,0.8693462051451206,0.45169430425378515,0.2917345750873108
44,0.2845079804277285,0.7779581375480564,0.6366051454138703,0.8597513139247894,0.4657985824954673,0.30360979802320587
45,0.2823978205747037,0.7801344312070027,0.6395249207491862,0.8600919879972935,0.4799625760174645,0.3157570783750513
46,0.2815879704087719,0.7811246058672573,0.6408568173804551,0.8470961228013039,0.45719738276990185,0.29634210991341225
47,0.27803545084283304,0.7840714811531933,0.6448335317414965,0.84238401055336,0.5001440507058484,0.33346139070303493
48,0.278475747884333,0.7835106143237031,0.6440751752947824,0.8586631752550602,0.40222575516693165,0.2517412935323383
49,0.27621301611827387,0.7861152749389938,0.6476029055390626,0.8542556129395962,0.4286265928690951,0.2727719528178244
50,0.2749898063900113,0.7872191504078176,0.6491025568820064,0.8530709072947502,0.4943181818181818,0.3283018867924528
